"screen_name","text"
"realDonaldTrump","“Network News gave Zero coverage to the Big Day the Stock Market had yesterday.” @foxandfriends"
"realDonaldTrump","August job openings hit a record 7.14 million. Congratulations USA!"
"realDonaldTrump","AP headline was very different from my quote and meaning in the story. They just can’t help themselves. FAKE NEWS!"
"realDonaldTrump","Ted Cruz has done so much for Texas, including massive cuts in taxes and regulations - which has brought Texas to the best jobs numbers in the history of the state. He watches carefully over your 2nd Amendment. O’Rourke would blow it all! Ted has long had my Strong Endorsement!"
"realDonaldTrump","Watched the debate last night &amp; Beto O’Rourke, who wants higher taxes and far more regulations, is not in the same league with Ted Cruz &amp; what the great people of Texas stand for &amp; want. Ted is strong on Crime, Border &amp; 2nd A, loves our Military, Vets, Low Taxes. Beto is a Flake!"
"realDonaldTrump","“Trump could be the most honest president in modern history. When you look at the real barometer of presidential truthfulness, which is promise keeping, he is probably the most honest president in American history. He’s done exactly what he said he would do.” Marc Thiessen, WPost"
"realDonaldTrump","Stock Market up 548 points today. Also, GREAT jobs numbers!"
"realDonaldTrump","Elizabeth Warren is being hammered, even by the Left. Her false claim of Indian heritage is only selling to VERY LOW I.Q. individuals!"
"realDonaldTrump","Anybody entering the United States illegally will be arrested and detained, prior to being sent back to their country!"
"realDonaldTrump","We have today informed the countries of Honduras, Guatemala and El Salvador that if they allow their citizens, or others, to journey through their borders and up to the United States, with the intention of entering our country illegally, all payments made to them will STOP (END)!"
"realDonaldTrump","I will be interviewed tonight by Trish Regan on @FoxBusiness at 8:00 P.M., right after the great Lou Dobbs!"
"realDonaldTrump","TONIGHT: @POTUS talks 2020 election in an exclusive interview with @trish_regan. Don't miss the full interview on 'Trish Regan Primetime' at 8p ET on Fox Business Network. https://t.co/Uq6qPYyacc"
"realDonaldTrump","WOW, John James is making headway in Michigan. We are bringing jobs back to the State, and the People of Michigan appreciate it. Debbie Stabenow has been no help, if anything, a major hindrance. John James is a star, I hope the voters see it. Polls are tightening!"
"realDonaldTrump","...during the call, and told me that he has already started, and will rapidly expand, a full and complete investigation into this matter. Answers will be forthcoming shortly."
"realDonaldTrump","Just spoke with the Crown Prince of Saudi Arabia who totally denied any knowledge of what took place in their Turkish Consulate. He was with Secretary of State Mike Pompeo..."
"realDonaldTrump","REGISTER TO https://t.co/0pWiwCHGbh! #MAGA<U+0001F1FA><U+0001F1F8> https://t.co/ACTMe53TZU"
"realDonaldTrump","https://t.co/RNqLpOtS3O"
"realDonaldTrump","Is it really possible that Bruce Ohr, whose wife Nellie was paid by Simpson and GPS Fusion for work done on the Fake Dossier, and who was used as a Pawn in this whole SCAM (WITCH HUNT), is still working for the Department of Justice????? Can this really be so?????"
"realDonaldTrump","“Conflict between Glen Simpson’s testimony to another House Panel about his contact with Justice Department official Bruce Ohr. Ohr was used by Simpson and Steele as a Back Channel to get (FAKE) Dossier to FBI. Simpson pleading Fifth.” Catherine Herridge. Where is Jeff Sessions?"
"realDonaldTrump","“Federal Judge throws out Stormy Danials lawsuit versus Trump. Trump is entitled to full legal fees.” @FoxNews Great, now I can go after Horseface and her 3rd rate lawyer in the Great State of Texas. She will confirm the letter she signed! She knows nothing about me, a total con!"
"realDonaldTrump","Incredible number just out, 7,036,000 job openings. Astonishing - it’s all working! Stock Market up big on tremendous potential of USA. Also, Strong Profits. We are Number One in World, by far!"
"realDonaldTrump","For the record, I have no financial interests in Saudi Arabia (or Russia, for that matter). Any suggestion that I have is just more FAKE NEWS (of which there is plenty)!"
"realDonaldTrump","“8X more new manufacturing jobs now than with Obama.” @FoxNews  @cvpayne"
"realDonaldTrump","The United States has strongly informed the President of Honduras that if the large Caravan of people heading to the U.S. is not stopped and brought back to Honduras, no more money or aid will be given to Honduras, effective immediately!"
"realDonaldTrump","“Op-Ed praises Trump Administrations efforts at the Border.” @FoxNews  The  Washington Examiner States, “Finally, the government has taken steps to stop releasing unaccompanied minors to criminals and traffickers.” This was done by the Obama Administration!"
"realDonaldTrump","Thank you to the Cherokee Nation for revealing that Elizabeth Warren, sometimes referred to as Pocahontas, is a complete and total Fraud!"
"realDonaldTrump","Now that her claims of being of Indian heritage have turned out to be a scam and a lie, Elizabeth Warren should apologize for perpetrating this fraud against the American Public. Harvard called her “a person of color” (amazing con), and would not have taken her otherwise!"
"realDonaldTrump","Pocahontas (the bad version), sometimes referred to as Elizabeth Warren, is getting slammed. She took a bogus DNA test and it showed that she may be 1/1024, far less than the average American. Now Cherokee Nation denies her, “DNA test is useless.” Even they don’t want her. Phony!"
"realDonaldTrump","TOGETHER, WE WILL PREVAIL! https://t.co/C1TLMVkDmt"
"realDonaldTrump","Open enrollment starts today on lower-priced Medicare Advantage plans so loved by our great seniors. Crazy Bernie and his band of Congressional Dems will outlaw these plans. Disaster!"
"realDonaldTrump","Thank you to the law enforcement, first responders, and state, local, and Federal officials who are helping in recovery efforts following #HurricaneMichael. https://t.co/a4K7SDNbqe"
"realDonaldTrump","""First responders, @fema, the job they've done is incredible,"" President @realDonaldTrump said as he toured damage from #HurricaneMichael in Florida with @FLOTUS and Administration officials today. https://t.co/kcgthIzMXh"
"realDonaldTrump","Just arrived in Florida. Also thinking about our GREAT Alabama farmers and our many friends in North and South Carolina today. We are with you!"
"realDonaldTrump","On our way to Florida and Georgia!"
"realDonaldTrump","Just spoke to the King of Saudi Arabia who denies any knowledge of whatever may have happened “to our Saudi Arabian citizen.” He said that they are working closely with Turkey to find answer. I am immediately sending our Secretary of State to meet with King!"
"realDonaldTrump","Will be leaving for Florida and Georgia with the First Lady to tour the hurricane damage and visit with FEMA, First Responders and Law Enforcement. Maximum effort is taking place, everyone is working very hard. Worst hit in 50 years!"
"realDonaldTrump","The crowds at my Rallies are far bigger than they have ever been before, including the 2016 election. Never an empty seat in these large venues, many thousands of people watching screens outside. Enthusiasm &amp; Spirit is through the roof. SOMETHING BIG IS HAPPENING - WATCH!"
"realDonaldTrump","“The only way to shut down the Democrats new Mob Rule strategy is to stop them cold at the Ballot Box. The fight for America’s future is never over!” Ben Shapiro"
"realDonaldTrump","I will be interviewed on “60 Minutes” tonight at 7:00 P.M., after NFL game. Enjoy!"
"realDonaldTrump","Thank you to NBC for the correction! https://t.co/L2mX3vREOl"
"realDonaldTrump","Thank you! https://t.co/CrExOML9Mi"
"realDonaldTrump","I will be interviewed on “60 Minutes” tonight at 7:00 P.M., after NFL game. Enjoy!"
"realDonaldTrump","Princess Eugenie of York was a truly beautiful bride yesterday. She has been through so much, and has come out a total winner!"
"realDonaldTrump","NBC News has totally and purposely changed the point and  meaning of my story about General Robert E Lee and General Ulysses Grant. Was actually a shoutout to warrior Grant and the great state in which he was born. As usual, dishonest reporting. Even mainstream media embarrassed!"
"realDonaldTrump","Congratulations to Tucker Carlson on the great success of his book, “Ship of Fools.” It just went to NUMBER ONE!"
"realDonaldTrump","Big day! Pastor Andrew Brunson, who could have spent 35 years in a Turkish prison, was returned safely home to his family today. Met in Oval Office, great people! Then off to Kentucky for a Rally for Congressman Andy Barr. Tremendous crowd &amp; spirit! Just returned to White House."
"realDonaldTrump","Thank you Kentucky! #MAGA<U+0001F1FA><U+0001F1F8>
https://t.co/iCUqrQ91gF https://t.co/xwsa1S2dIU"
"realDonaldTrump","On my way to Richmond, Kentucky for a MAKE AMERICA GREAT AGAIN rally at 7:00pmE. The crowds are once again, massive. See everyone in a couple of hours! #MAGA https://t.co/D1FYNgW0nL https://t.co/d0VBFeePLk"
"realDonaldTrump","WELCOME HOME PASTOR ANDREW BRUNSON! https://t.co/HijeAGU1gy"
"realDonaldTrump","https://t.co/uIaENHQoPK"
"realDonaldTrump","Heading to the Great State of Kentucky - Big Rally for Congressman Andy Barr - Fantastic guy, need his vote for MAGA! Strong on Crime, Tax Cuts, Military, Vets &amp; 2nd A. His opponent will NEVER vote for us, only for Pelosi. Andy has my Strongest Endorsement!!! See you in Kentucky."
"realDonaldTrump","Highly respected Congressman Keith Rothfus (R) of Pennsylvania is in the fight of his life because the Dems changed the District Map. He must win. Strong on crime, borders, big tax &amp; reg cuts, Military &amp; Vets. Opponent Lamb a Pelosi puppet-weak on crime. BIG ENDORSEMENT FOR KEITH"
"realDonaldTrump","“From a Turkish prison to the White House in 24 hours.”  Kristin Fisher of @FoxNews   Very cool!"
"realDonaldTrump","There was NO DEAL made with Turkey for the release and return of Pastor Andrew Brunson. I don’t make deals for hostages. There was, however, great appreciation on behalf of the United States, which will lead to good, perhaps great, relations between the United States &amp; Turkey!"
"realDonaldTrump","Pastor Andrew Brunson, released by Turkey, will be with me in the Oval Office at 2:30 P.M. (this afternoon). It will be wonderful to see and meet him. He is a great Christian who has been through such a tough experience. I would like to thank President @RT_Erdogan for his help!"
"realDonaldTrump","Happy 243rd Birthday to our GREAT @USNavy! #243NavyBday https://t.co/m1YtoKSHFw"
"realDonaldTrump","Don’t miss our GREAT @FLOTUS, Melania, on @ABC @ABC2020 tonight at 10pmE. Enjoy!"
"realDonaldTrump","Beautiful MAKE AMERICA GREAT AGAIN rally in Lebanon, Ohio. Thank you! #ICYMI, watch here: https://t.co/UGQAmARPKR https://t.co/6nsoV8yTx3"
"realDonaldTrump","The GREAT football (and lacrosse) player, Jim Brown outside the West Wing of the @WhiteHouse. He is also a tremendous man and mentor to many young people! https://t.co/yo7MxoGL6C"
"realDonaldTrump","https://t.co/HHTwwbuKa2"
"realDonaldTrump","https://t.co/IqLBKtgNEf"
"realDonaldTrump","Happy #NationalFarmersDay! With the recent #USMCA our GREAT FARMERS will do better than ever before!! https://t.co/PMS4z2EScY"
"realDonaldTrump","Don’t miss our GREAT @FLOTUS, Melania, on @ABC @ABC2020 tonight at 10pmE. Enjoy!"
"realDonaldTrump","People have no idea how hard Hurricane Michael has hit the great state of Georgia. I will be visiting both Florida and Georgia early next week. We are working very hard on every area and every state that was hit - we are with you!"
"realDonaldTrump","PROMISES MADE, PROMISES KEPT! https://t.co/2lk8Fjspe4"
"realDonaldTrump","REGISTER TO VOTE! https://t.co/0pWiwCHGbh https://t.co/EOCLoJJ24B"
"realDonaldTrump","PASTOR BRUNSON JUST RELEASED. WILL BE HOME SOON!"
"realDonaldTrump","My thoughts and prayers are with Pastor Brunson, and we hope to have him safely back home soon!"
"realDonaldTrump","So nice, everyone wants Ivanka Trump to be the new United Nations Ambassador. She would be incredible, but I can already hear the chants of Nepotism! We have great people that want the job."
"realDonaldTrump","Working very hard on Pastor Brunson!"
"realDonaldTrump","There are serious communication issues in the Panhandle after #HurricaneMichael. If you are worried about someone, visit https://t.co/Wr20tNe8Q1 to report it. The State Emergency Operations Center will route these reports to the appropriate local agency for action! #FLStrong"
"realDonaldTrump","President Trump provides an update on the response to Hurricane Michael: https://t.co/zmnHXKakYw"
"realDonaldTrump","Moments ago, President Trump signed the Music Modernization Act, which will close loopholes in our digital royalty laws to ensure that songwriters, artists, producers, and providers receive fair payment for the licensing of music. https://t.co/yeQxBI15V0"
"realDonaldTrump","https://t.co/xJ9QYGMJXa"
"realDonaldTrump","https://t.co/rsxEwbFZht"
"realDonaldTrump","https://t.co/h47S6T9u8V"
"realDonaldTrump","Florida Highway Patrol Troopers are all en route to the Panhandle, from all across the state of Florida - to help those affected by #HurricaneMichael. If you see them, be sure to shake their hands and say THANK YOU! #LESM https://t.co/rB7uNBudY5"
"realDonaldTrump","Thank you to @FEMA and all First Responders! #HurricaneMichael https://t.co/vwN8BbrkkJ"
"realDonaldTrump","Thank you Jacksonville Sheriff’s Office! #HurricaneMichael https://t.co/fuy7stLMJI"
"realDonaldTrump","Massive overflow crowd tonight in Erie, Pennsylvania. THANK YOU to everyone who came out and joined us. Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/FkPNNVpccX"
"realDonaldTrump","Thank you Erie, Pennsylvania! Remember to get out and VOTE! #MAGA<U+0001F1FA><U+0001F1F8> https://t.co/X8IEW8h9qP"
"realDonaldTrump","It’s extremely important to keep sheltering in a safe place and to stay aware as #Michael continues to move inland! https://t.co/pGvp1bzxal"
"realDonaldTrump","LIVE UPDATE: @AlabamaNG, @GeorgiaGuard, @FLGuard and @NCNationalGuard vehicles and personnel are staged and ready to perform a wide range of emergency management services as soon as Hurricane Michael passes and it's safe to do so. https://t.co/pDXxAQrjAW"
"realDonaldTrump","Earlier today: President @realDonaldTrump, joined by Homeland Security @SecNielsen, listens as @FEMA_Brock briefs reporters on the expected impact of Hurricane Michael on Florida and the Southeastern United States. 

Follow @fema for hurricane updates. https://t.co/Qpd8e5yfmd"
"realDonaldTrump","Couldn’t let these great people down. They have been lined up since last night - see you soon Pennsylvania! https://t.co/jSrsmncw85"
"realDonaldTrump","Departing the @WhiteHouse for Erie, Pennsylvania. I cannot disappoint the thousands of people that are there - and the thousands that are going. I look forward to seeing everyone this evening."
"realDonaldTrump",".@usatodayopinion: Democrats want to outlaw private health care plans, taking away freedom to choose plans while letting anyone cross our border. We must win this. https://t.co/aVqE7oxDj3"
"realDonaldTrump","#HurricaneMichael is here, but so are we. Stay safe, Florida. #FloridaFirst #FLNGAlwaysThere https://t.co/e2rVNXFERp"
"realDonaldTrump","All my friends in Missouri, today is your LAST CHANCE to register to vote this November! It is very easy to do - simply go to https://t.co/WQ7QKbJnHN! @HawleyMO will #MakeAmericaGreatAgain! https://t.co/0xJiLbuQdp"
"realDonaldTrump","We are with you Florida! https://t.co/qzrVLeFbyF
https://t.co/HVVhSmBg7S https://t.co/rcB6OCwLeH"
"realDonaldTrump","Despite so many positive events and victories, Media Reseach Center reports that 92% of stories on Donald Trump are negative on ABC, CBS and ABC. It is FAKE NEWS! Don’t worry, the Failing New York Times didn’t even put the Brett Kavanaugh victory on the Front Page yesterday-A17!"
"realDonaldTrump","A destructive and life-threatening storm surge event will occur along portions of the Florida Panhandle, Big Bend, and Nature Coast on Wednesday and Wed night. The worst storm surge is expected to be between Mexico Beach and Keaton Beach where 9-13' of inundation is possible. https://t.co/Koao5p4GIk"
"realDonaldTrump","Due to #HurricaneMichael, flights in your area could be delayed and possibly cancelled. Please continue to check the status of your flight with your airline. You can also check the status of major airports at https://t.co/TUgXxG0jZc. #FlySafe #TravelSafe https://t.co/GfBQTE5LF4"
"realDonaldTrump","Hurricane shelter locations are accessible from: https://t.co/Hop887IoiC #HurricaneMichael https://t.co/Ljk8boFaSw"
"realDonaldTrump","Hurricane #Michael.  In addition to the life-threatening storm surge and wind impacts, heavy rainfall is expected across a large portion of the southeastern U.S. along Michael's track.  These heavy rains are expected to extend well inland. https://t.co/cUlAtrFTDC"
"realDonaldTrump","Hurricane force winds are expected to extend well inland over portions of the Florida Panhandle and portions of southeast Alabama and southwest Georgia as Michael moves inland, where hurricane warnings are in effect. https://t.co/p9IrnFp86A"
"realDonaldTrump","A Storm Surge Warning remains in effect for much of the Florida Panhandle and Big Bend region, where life-threatening storm surge is expected today. Storm surge inundation could reach 9 to 13 feet above ground level between Tyndall Air Force Base and Keaton Beach FL @NHC_Surge https://t.co/7GZU8Ceq3y"
"realDonaldTrump","NHC Director Ken Graham will provide a Facebook Live broadcast regarding Category 4 Hurricane #Michael at 8:45 a.m. EDT (7:45 am CDT)
 https://t.co/X6AtWYsfCm @NOAA @NWS @NWSWPC  #HurricanePrep https://t.co/Tadm4lKWLC"
"realDonaldTrump","As Hurricane #Michael nears land, take shelter &amp; stay safe.

<U+0001F4F1>Follow weather updates on your phone or radio.

<U+0001F539> In a tornado WARNING, go to an interior, windowless room.

<U+0001F539> If water comes in, go to the highest floor that’s not flooded but do NOT enter a closed attic. https://t.co/KD5WZ7gamP"
"realDonaldTrump","Walker Stapleton is running as the highly respected Republican Candidate for Governor of the Great State of Colorado. His credentials and talents are impeccable. He has my complete and total Endorsement!"
"realDonaldTrump","If you’re in an evacuation zone, I am urging you to leave RIGHT NOW. Do not risk your life or the lives of your loved ones- get out now."
"realDonaldTrump","THANK YOU IOWA &amp; NEBRASKA! VOTE, VOTE, VOTE! https://t.co/0pWiwCHGbh https://t.co/tzkiQ4IlEd"
"realDonaldTrump","https://t.co/CPf3oxgdRX"
"realDonaldTrump","Beautiful evening in Iowa. GOD BLESS THE U.S.A.! #MAGA<U+0001F1FA><U+0001F1F8> https://t.co/Zi0rwyajrz"
"realDonaldTrump","Flooding from Hurricane #Michael will affect several states. Finish preparations ASAP and get ready to shelter in a safe location.

Make sure you’re getting weather alerts for your area and stay off the roads once rain and winds start. https://t.co/vHH7oWoK4X https://t.co/KrG7UAv6xn"
"realDonaldTrump","Thank you Egypt <U+0001F1EA><U+0001F1EC> <U+0001F1FA><U+0001F1F8> https://t.co/7i0POn29XN"
"realDonaldTrump","Thank you Kenya <U+0001F1F0><U+0001F1EA> <U+0001F1FA><U+0001F1F8> https://t.co/5FXP7Ki3Zw"
"realDonaldTrump",".@FLGovScott has been relentless in securing the funding to fix the algae problem from Lake Okeechobee - we will solve this! Congress must follow through on the Government’s plan on the Everglades Reservoir. Bill Nelson has been no help!"
"realDonaldTrump","Congratulations to our 114th Supreme Court Justice, Brett M. Kavanaugh! #SCOTUS<U+0001F3DB><U+0001F1FA><U+0001F1F8>

<U+0001F51F><U+0001F4F8>https://t.co/c3YdNNcU7c https://t.co/Aja93ejuw1"
"realDonaldTrump","“President Donald J. Trump Approves Florida Emergency Declaration” https://t.co/TnTDCvs41W"
"realDonaldTrump","REGISTER TO VOTE! https://t.co/0pWiwCHGbh https://t.co/3vYfDmpqiH"
"realDonaldTrump","FLORIDA - It is imperative that you heed the directions of your State and Local Officials. Please be prepared, be careful and be SAFE! 
#HurricaneMichael https://t.co/VP6PBXfzm9 https://t.co/aKmaDNgZve"
"realDonaldTrump","...Looks to be a Cat. 3 which is even more intense than Florence. Good news is, the folks in the Pan Handle can take care of anything. @FEMA and First Responders are ready - be prepared! #HurricaneMichael"
"realDonaldTrump","Hurricane on its way to the Florida Pan Handle with major elements arriving tomorrow. Could also hit, in later stage, parts of Georgia, and unfortunately North Carolina, and South Carolina, again..."
"realDonaldTrump","Big announcement with my friend Ambassador Nikki Haley in the Oval Office at 10:30am."
"realDonaldTrump","https://t.co/4ySIkmfllE"
"realDonaldTrump","Will be going to Iowa tonight for Rally, and more! The Farmers (and all) are very happy with USMCA!"
"realDonaldTrump","Great evening last night at the White House honoring Justice Kavanaugh and family. Our country is very proud of them!"
"realDonaldTrump","The paid D.C. protesters are now ready to REALLY protest because they haven’t gotten their checks - in other words, they weren’t paid! Screamers in Congress, and outside, were far too obvious - less professional than anticipated by those paying (or not paying) the bills!"
"realDonaldTrump","8am Intermediate Advisory from @NHC_Atlantic upgrades #HurricaneMichael into a category 2 hurricane. Keep in mind, wind (which the categories are based on) will NOT be the only impacts with this storm. Expect life-threatening storm surge along much of the Gulf Coast, and more. https://t.co/wuPnEQ9hkE"
"realDonaldTrump","<U+26A0><U+FE0F>If you're told to evacuate for Hurricane #Michael, don't delay. Leave as soon as possible. 

Listen to @FLSERT and local officials for the latest on evacuation orders. 

Check your route before leaving, figure out a few places you can go &amp; make sure to take your pets. https://t.co/8LOotd5m1P"
"realDonaldTrump","https://t.co/4ySIkmfllE"
"realDonaldTrump","https://t.co/k2bOxapRtR"
"realDonaldTrump","Great to see @AGPamBondi launch a cutting-edge statewide school safety APP in Florida today - named by Parkland Survivors. BIG PRIORITY and Florida is getting it done! #FortifyFL"
"realDonaldTrump","Every day, our police officers race into darkened allies, deserted streets, &amp; onto the doorsteps of the most hardened criminals. They see the worst of humanity &amp; they respond with the best of the American Spirit. America’s LEOs have earned the everlasting gratitude of our Nation! https://t.co/RquS91Vz7o"
"realDonaldTrump","We thank you. We salute you. We honor you. And we promise you: we will ALWAYS have your BACK – now and FOREVER! #IACP2018 https://t.co/nvUUIuvouj"
"realDonaldTrump","America’s police officers have earned the everlasting gratitude of our Nation. In moments of danger &amp; despair you are the reason we never lose hope – because there are men &amp; women in uniform who face down evil &amp; stand for all that is GOOD and JUST and DECENT and RIGHT! #IACP2018 https://t.co/N0Dq50DkbP"
"realDonaldTrump","It was my great honor to address the International Association of Chiefs of Police Annual Convention in Orlando, Florida. Thank you! #IACP2018 #LESM https://t.co/Z0nY5bSNr6"
"realDonaldTrump","Departing Washington, D.C. for the International Association of Chiefs of Police Annual Convention in Orlando, Florida. Look forward to seeing everyone soon! #IACP2018 https://t.co/EwSd7IU9t1"
"realDonaldTrump","Christopher Columbus’s spirit of determination &amp; adventure has provided inspiration to generations of Americans. On #ColumbusDay, we honor his remarkable accomplishments as a navigator, &amp; celebrate his voyage into the unknown expanse of the Atlantic Ocean. https://t.co/Mg3dxRfPuN"
"realDonaldTrump","Thank you Kenya <U+0001F1F0><U+0001F1EA> <U+0001F1FA><U+0001F1F8> https://t.co/JrHncob8Qp"
"realDonaldTrump",".@SecPompeo had a good meeting with Chairman Kim today in Pyongyang. Progress made on Singapore Summit Agreements! I look forward to seeing Chairman Kim again, in the near future. https://t.co/bUa2pkq80s"
"realDonaldTrump","You don’t hand matches to an arsonist, and you don’t give power to an angry left-wing mob. Democrats have become too EXTREME and TOO DANGEROUS to govern. Republicans believe in the rule of law - not the rule of the mob. VOTE REPUBLICAN!"
"realDonaldTrump","Beautiful evening in Topeka, Kansas. VOTE, VOTE, VOTE! #MAGA https://t.co/bomRqsaYfm"
"realDonaldTrump","Thank you Kansas - I love you! 
https://t.co/ymCFNr9WQY"
"realDonaldTrump","The crowd in front of the U.S. Supreme Court is tiny, looks like about 200 people (&amp; most are onlookers) - that wouldn’t even fill the first couple of rows of our Kansas Rally, or any of our Rallies for that matter! The Fake News Media tries to make it look sooo big, &amp; it’s not!"
"realDonaldTrump","I applaud and congratulate the U.S. Senate for confirming our GREAT NOMINEE, Judge Brett Kavanaugh, to the United States Supreme Court. Later today, I will sign his Commission of Appointment, and he will be officially sworn in. Very exciting!"
"realDonaldTrump","I have asked Steve Daines, our great Republican Senator from Montana, to attend his daughter Annie’s wedding rather than coming to today’s vote. Steve was ready to do whatever he had to, but we had the necessary number. To the Daines Family, congratulations-have a wonderful day!"
"realDonaldTrump","Women for Kavanaugh, and many others who support this very good man, are gathering all over Capitol Hill in preparation for a 3-5 P.M. VOTE. It is a beautiful thing to see - and they are not paid professional protesters who are handed expensive signs. Big day for America!"
"realDonaldTrump","Thank you Minnesota - I love you!
https://t.co/eQC2NqdIil"
"realDonaldTrump","Thank you Malawi! <U+0001F1FA><U+0001F1F8> <U+0001F1F2><U+0001F1FC> https://t.co/rE03LMNzOZ"
"realDonaldTrump","Thank you Ghana! <U+0001F1FA><U+0001F1F8> <U+0001F1EC><U+0001F1ED> https://t.co/d34cqFyRdN"
"realDonaldTrump","Very proud of the U.S. Senate for voting “YES” to advance the nomination of Judge Brett Kavanaugh!"
"realDonaldTrump","Just out: 3.7% Unemployment is the lowest number since 1969!"
"realDonaldTrump","The very rude elevator screamers are paid professionals only looking to make Senators look bad. Don’t fall for it! Also, look at all of the professionally made identical signs. Paid for by Soros and others. These are not signs made in the basement from love! #Troublemakers"
"realDonaldTrump","Presidential adviser and daughter @IvankaTrump will make 3 stops in NC to see hurricane relief efforts, thank first responders and promote vocational training. 

https://t.co/sKbnqf9otF"
"realDonaldTrump","<U+0001F6A8>Happening Now | 2:08amE; Our great @FLOTUS, Melania Trump...visiting a Kenyan elephant orphanage...https://t.co/rW2cWXaswf"
"realDonaldTrump","Beautiful evening in Rochester, Minnesota. VOTE, VOTE, VOTE! https://t.co/SyxrxvTpZE"
"realDonaldTrump","Thank you Minnesota - I love you!
https://t.co/eQC2NqdIil"
"realDonaldTrump","Just made my second stop in Minnesota for a MAKE AMERICA GREAT AGAIN rally. We need to elect @KarinHousley to the U.S. Senate, and we need the strong leadership of @TomEmmer, @Jason2CD, @JimHagedornMN and @PeteStauber in the U.S. House!"
"realDonaldTrump","Congressman Bishop is doing a GREAT job! He helped pass tax reform which lowered taxes for EVERYONE! Nancy Pelosi is spending hundreds of thousands of dollars on his opponent because they both support a liberal agenda of higher taxes and wasteful spending!"
"realDonaldTrump","“U.S. Stocks Widen Global Lead” https://t.co/Snhv08ulcO"
"realDonaldTrump","Statement on National Strategy for Counterterrorism: https://t.co/ajFBg9Elsj https://t.co/Qr56ycjMAV"
"realDonaldTrump","Working hard, thank you! https://t.co/6HQVaEXH0I"
"realDonaldTrump","This is now the 7th. time the FBI has investigated Judge Kavanaugh. If we made it 100, it would still not be good enough for the Obstructionist Democrats."
"realDonaldTrump","While armed with the power of our Vote, we proudly &amp; peacefully revolted

Never doubt this was an American revolution

#MAGA #PresidentTrump https://t.co/RUIrZEfsti"
"realDonaldTrump","This is a very important time in our country. Due Process, Fairness and Common Sense are now on trial!"
"realDonaldTrump","Our country’s great First Lady, Melania, is doing really well in Africa. The people love her, and she loves them! It is a beautiful thing to see."
"realDonaldTrump","The harsh and unfair treatment of Judge Brett Kavanaugh is having an incredible upward impact on voters. The PEOPLE get it far better than the politicians. Most importantly, this great life cannot be ruined by mean &amp; despicable Democrats and totally uncorroborated allegations!"
"realDonaldTrump","Wow, such enthusiasm and energy for Judge Brett Kavanaugh. Look at the Energy, look at the Polls. Something very big is happening. He is a fine man and great intellect. The country is with him all the way!"
"realDonaldTrump","My thoughts and prayers are with the Florence County Sheriff’s Office and the Florence Police Department tonight, in South Carolina. We are forever grateful for what our Law Enforcement Officers do 24/7/365. https://t.co/ZwDmDthItD"
"realDonaldTrump","Just spoke to President-Elect Andres Manuel Lopez Obrador of Mexico. Great call, we will work well together!"
"realDonaldTrump","I see it each time I go out to Rallies in order to help some of our great Republican candidates. VOTERS ARE REALLY ANGRY AT THE VICIOUS AND DESPICABLE WAY DEMOCRATS ARE TREATING BRETT KAVANAUGH! He and his wonderful family deserve much better."
"realDonaldTrump","Mexico, Canada and the United States are a great partnership and will be a very formidable trading force. We will now, because of the USMCA, work very well together. Great Spirit!"
"realDonaldTrump","Blowout numbers on New Jobs and, separately, Services. Market up!"
"realDonaldTrump","Thank you to Congressman Tom Reed of New York for your wonderful comments on our great new Trade Deal with Mexico and Canada, the USMCA. I have long ago given you my Full Endorsement, and for good reason. Keep up the Great Work! @Varneyco"
"realDonaldTrump","Thank you Governor Phil Bryant - it was my great honor to be there! #MAGA https://t.co/UbY7Qu2fMt"
"realDonaldTrump","https://t.co/w04sqlMIYm"
"realDonaldTrump","The Stock Market just reached an All-Time High during my Administration for the 102nd Time, a presidential record, by far, for less than two years. So much potential as Trade and Military Deals are completed."
"realDonaldTrump","The Failing New York Times did something I have never seen done before. They used the concept of “time value of money” in doing a very old, boring and often told hit piece on me. Added up, this means that 97% of their stories on me are bad. Never recovered from bad election call!"
"realDonaldTrump","Congressman @PeteSessions of Texas is a true fighter and patriot. Highly respected in D.C. by all, he always gets what his district, and our country, wants and needs. Strong on Crime, Border, Military, Vets and 2nd Amendment. Pete has my Full and Total Endorsement. A great guy!"
"realDonaldTrump","REMINDER: Tomorrow, 10/3 at 2:18 PM EDT, there will be a nationwide test of the Wireless Emergency Alert system, in coordination w/ @FCC. You’ll get a message on your phone with a tone &amp; vibration. This is not a text &amp; your phone number is not shared with anyone. https://t.co/317vmFA1vY"
"realDonaldTrump","Thank you Mississippi - Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/npnRirjcFG"
"realDonaldTrump","Today, my Administration provided HISTORIC levels of funding to improve school safety through STOP School Violence grants – a top priority for @sandyhook. I am committed to keeping our children SAFE in their schools!"
"realDonaldTrump","“National wage growth is at the highest it’s been in nearly 17 months -- and, according to a new study released by Glassdoor, it’s not expected to slow down anytime soon....” https://t.co/G0Ts6yVqF9"
"realDonaldTrump","GOD BLESS THE U.S.A.! #MAGA<U+0001F1FA><U+0001F1F8> https://t.co/pquqyy5S3G"
"realDonaldTrump","Thank you Mississippi - I love you! https://t.co/eH6x1NBNQG"
"realDonaldTrump","This is really an incredible time for our Nation - WE are RESPECTED AGAIN! https://t.co/94KusYcDAj"
